Deommodore Lenoir,4242488
Mitchell Wilcox,3923392
Cam Sample,4243923
Joseph Ossai,4362094
Dante Fowler Jr.,2980100
Matt Farniok,4034843
Rico Dowdle,4038815
Sam Williams,4567242
Israel Mukuamu,4362855
A.J. Cann,2516325
Rasheem Green,3912562
Jon Weeks,13729
Dare Ogunbowale,2983509
Thomas Booker IV,4360749
Eric Murray,2970716
Kendall Hinton,3700815
Damarri Mathis,4240707
Matt Henningsen,4242358
Delarrin Turner-Yell,4360287
P.J. Locke,3929850
Darrel Williams,3115375
Andre Baccellia,3886809
Jace Whittaker,3821572
J.J. Watt,13979
Tanner Vallejo,3042895
Ben Niemann,3140643
Zamir White,4361777
Foster Moreau,3843945
Amik Robertson,4239694
Sam Webb,4700660
Matthias Farley,2579840
Trent Sieg,3052357
Angelo Blackson,2574582
Kingsley Jonathan,4240405
Patrick Scales,14572
Josh Blackwell,4240459
DeAndre Houston-Carson,2566034
Ihmir Smith-Marsette,4240573
Allen Lazard,3128390
Josh Myers,4242000
Dallin Leavitt,3053801
Malik Willis,4242512
Hassan Haskins,4372071
Josh Gordon,15705
Naquan Jones,4046716
Chris Jackson,4043605
Lonnie Johnson Jr.,4240780
Ola Adeniyi,3126081
Case Keenum,15168
Jake Kumerow,3085107
Reggie Gilliam,4039505
Quintin Morris,4244049
Khalil Shakir,4373678
Tyrel Dodson,4035232
Terrel Bernard,4259166
C.J. Brewer,4052017
Shaq Lawson,2977679
Brandin Bryant,2982857
Sam Martin,15928
Ed Ingram,4242227
Pat Jones II,4036063
Troy Dye,4038946
Garrett Bradbury,3116729
Ross Blacklock,4038557
Jordan Mailata,4334215
K'Von Wallace,4035463
Miles Killebrew,2575164
Miller Forristall,4040714
Isaac Rochell,3052894
Tony Fields II,4245655
Chester Rogers,2983209
Jordan Akins,3128452
Tytus Howard,3131498
Grayland Arnold,4035389
Garret Wallow,4241807
Jake Tonges,4259147
Joe Thomas,17266
Khari Blasingame,3122154
Keelan Cole Sr.,3071572
Jesper Horsted,3940587
Luke Masterson,4037212
Malcolm Koonce,4239719
Matthew Butler,4242457
Terrance Mitchell,16927
Derrek Tuszka,3930915
Wyatt Ray,3915285
Malik Herring,4259547
Jelani Woods,4241410
Dayo Odeyingbo,4242659
Rodney Thomas II,4248455
Danny Pinter,3915470
Luke Rhodes,2566045
Ben Banogu,3124970
Chase McLaughlin,3150744
Spencer Brown,4030899
Ja'Marcus Ingram,4240059
Cam Lewis,3916577
Baylon Spector,4239997
Tyler Matakevich,2976249
Teddy Bridgewater,16728
Kris Boyd,3929845
Brian Asamoah II,4360255
J.K. Dobbins,4241985
Josh Oliver,3921690
Brandon Copeland,16393
Nick Moore,3915184
Ben Powers,4037650
Travis Jones,4362139
Daniel Ekuale,3052059
Marcus Jones,4241720
Chris Evans,4046530
Zach Carter,4240619
Michael Thomas,15231
Clay Johnston,3928928
C.J. Uzomah,2574576
Alijah Vera-Tucker,4259646
Marcell Harris,3043110
George Fant,2583951
Grant Calcaterra,4241374
Jack Stoll,4034862
Shaun Bradley,4038902
Kamren Curl,4242154
Shaka Toney,4045169
David Mayo,2972400
Rachad Wildgoose,4372560
Will Bradley-King,4036476
Christian Holmes,4035105
Milo Eifler,4371940
Jon Bostic,15827
Benning Potoa'e,3886826
Dyami Brown,4361577
Tre'Quan Smith,3128451
Adam Trautman,3911853
Nick Vannett,2576399
Marquez Callaway,4035170
Daniel Sorensen,17259
Erik McCoy,3917331
Payton Turner,4240269
Paulson Adebo,4242547
Zach Wood,2575788
Laviska Shenault Jr.,4243160
Keith Taylor Jr.,4243332
Daviyon Nixon,4360484
C.J. Beathard,2979520
JaMycal Hasty,3928925
Tre Herndon,3122160
Daniel Thomas,4035505
Tim Jones,4245131
Kendall Blanton,3122103
Derion Kendrick,4360307
Grant Haley,3116166
Terrell Burgess,4035663
Jacob Harris,3932144
Robert Rochell,4032200
Jake Gervase,3144988
Aaron Brewer,15241
Trayvon Mullen,4035458
Deionte Thompson,3859100
Kaleb McGary,3127304
Nate Landman,4243181
Penny Hart,3917546
Isaiah Dunn,4255989
Rudy Ford,3051901
Kyle Rudolph,14054
Cole Beasley,15349
Deadrin Senat,3051376
Ko Kieft,4034779
George Kittle,3040151
Demetrius Flannigan-Fowles,3931424
Kerry Hyder Jr.,17068
Akeem Spence,15958
Josey Jewell,3040150
Justin Strnad,3919548
Nik Bonitto,4360259
Peyton Hendershot,4258248
Jake Ferguson,4242355
Jalen Tolbert,4249417
Chauncey Golston,4036132
Markquese Bell,4241921
Kelvin Joseph,4362629
Henry Mondeaux,3122690
Kayvon Thibodeaux,4426326
Azeez Ojulari,4379409
Devin Asiasi,4046522
Jalen Nailor,4382466
Andy Dalton,14012
Latavius Murray,15920
D'Ernest Johnson,3139602
Jedrick Wills Jr.,4241482
Isaiah Thomas,4241404
Keith Smith,17315
Damiere Byrd,2577667
John Ridgeway,4248047
Michael Gallup,4036348
DaRon Bland,4248911
Ryan Neal,3121344
Teez Tabor,3115257
Tom Kennedy,3126997
Scott Daly,2980138
Maurice Alexander,3914307
Dominik Eberle,3932960
Joe Schobert,2977819
Andrew Adams,2576599
Mario Edwards Jr.,2969921
Matt Pryor,3055886
JoJo Domann,4034841
Shaquille Leonard,3056362
Trevon Wesco,4039253
Velus Jones Jr.,4035693
Teven Jenkins,4038457
Lucas Patrick,2576736
Jack Sanborn,4372576
Sterling Weatherford,4244299
Michael Badgley,3123052
Tyrod Taylor,14163
Darius Slayton,3916945
Jaylon Smith,3052896
 Team,-8820
Chris Manhertz,2531358
Jawaan Taylor,4034961
Ty Summers,3116431
Chris Claybrooks,4371737
Trey Sermon,4241401
Josiah Scott,4241977
 Team,-8823
Andre Chachere,3125287
Nakobe Dean,4426340
Zach Wilson,4361259
Connor McGovern,2577367
Jamien Sherwood,4361331
Kenny Pickett,4240703
Prince Emili,4034335
Mitch Morse,2514122
Jason Pierre-Paul,13256
Michael Bandy,4034704
Christian Covington,2580666
Nick Niemann,4036141
Mason Schreck,2972331
Jalen Reeves-Maybin,3044729
Rondale Moore,4372485
Trey McBride,4361307
JJ Jansen,11759
Marquise Blair,4243244
Bailey Zappe,4250360
Brian Hoyer,12477
Matthew Slater,11387
Elgton Jenkins,3115485
Patrick Taylor,4039358
Shemar Jean-Charles,4036430
Jonathan Garvin,4240655
Darien Butler,4360466
Tyron Johnson,3894912
Jack Cochrane,4249766
Matthew Wright,3128444
Olakunle Fatukasi,4259299
Luke Goedeke,4380507
Zach Triner,3065813
Jake Funk,4036224
Charlie Woerner,4035020
Marlon Mack,3139605
Malik Turner,3115928
Phillip Lindsay,3052117
Quenton Nelson,3129308
Dallis Flowers,4917592
Chris Williams,4034530
Devine Ozigbo,3699935
Eyioma Uwazurike,4066109
Jacob Bobenmoyer,3925443
Essang Bassey,4037216
Marcus Johnson,2971718
Justin Layne,4046719
Marcedes Lewis,9614
Jon Runyan,3929936
Josh Jackson,3144984
Steven Sims,3917960
Isaiah Hodgins,4242540
Tanner Gentry,3043841
Joe Giles-Harris,3917797
Donald Parham Jr.,3912092
Deane Leonard,4690171
Taylor Bertolet,2578718
Dakota Allen,3139453
Elijah Hicks,4242402
Dan Chisena,3929637
Ty Chandler,4242431
AJ Parker,4046592
Chase Lucas,4047846
Ifeatu Melifonwu,4240401
Saivion Smith,4035425
Tyquan Thornton,4362921
Sam Roberts,4077786
Joey Blount,4240824
Cullen Gillaspia,3122143
Myles Adams,4039164
Keith Kirkwood,3046401
Malcolm Roach,4039064
Andrew Dowell,3929818
Skylar Thompson,4036419
Myles Gaskin,3886818
Tanner Conner,4047422
Greg Little,4047661
Noah Igbinoghene,4242516
Channing Tindall,4379414
Will Parks,2971248
Bryce Huff,4039375
Feleipe Franks,4034948
Zyon McCollum,4250392
Kenny Young,3134310
Kevin Rader,3049290
Sam Okuayinonu,4569497
Brian Robinson Jr.,4241474
Cole Turner,4361438
Mario Addison,14320
Jake Hansen,4033812
Corey Peters,13292
Tevin Coleman,2979477
Brock Purdy,4361741
Spencer Burford,4362999
PJ Walker,3051308
Terrace Marshall Jr.,4362630
Juston Burris,2577740
Brandon Smith,4575416
Raheem Blackshear,4259308
Tyler Smith,4568652
Matt Orzech,4422336
Takkarist McKinley,3152371
Reed Blankenship,4243956
Cameron Dicker,4362081
Jonathan Ledbetter,3728308
Antonio Hamilton Sr.,3056354
Dax Hill,4426422
James Proche II,3916204
Tyler Linderbaum,4360499
Brent Urban,16831
Kevon Seymour,2971603
Kristian Welch,4036153
Daryl Worley,3042436
Blake Martinez,2978273
Curtis Bolton,3116367
Neil Farrell,4242234
Khaleke Hudson,4046525
Daniel Brunskill,2976117
Kemoko Turay,3047512
MyCole Pruitt,2508256
Isaiah Oliver,3915437
Nick Kwiatkoski,2581818
Kevin Harris,4570674
 Team,-8818
Shaun Wade,4241995
Michael Woods II,4360174
Jack Conklin,2979534
Greedy Williams,4035437
Vinny Curry,14959
Jack Coco,4240499
Luke Farrell,4040612
Ross Matiscik,3928931
Ryan Kelly,2578475
Luiji Vilain,4258210
Clayton Fejedelem,3042455
Brandon Shell,2577690
Hunter Long,4239944
Jay Tufele,4259647
Rashid Shaheed,4032473
Kevin White,3042435
Chris Harris Jr.,14398
Bryce Thompson,4369838
Jeremiah Attaochu,16761
Kevin Zeitler,14931
A.J. Klein,15964
Evan Neal,4567134
Genard Avery,3126204
Mason Cole,3115972
Isaiahh Loudermilk,4035798
Elijah Riley,4036924
Jacob Eason,4035003
Tae Hayes,3917147
Arron Mosby,4242996
Malcolm Brown,2570986
Ronnie Rivers,4243003
Russ Yeast,4240071
Jonah Williams,4032481
Michael Hoecht,4033234
Keaontay Ingram,4362087
Kelvin Beachum,15035
Chris Banjo,15782
Myjai Sanders,4360080
Christian Jones,17070
Tommy Sweeney,3122818
Cole Christiansen,4036959
Sean McKeon,4036275
Greg Dulcich,4367209
Mitchell Fraboni,3139166
Troy Reeder,3116177
DeAndre Hopkins,15795
Jesse Luketa,4361419
Cornell Armstrong,3123963
Cam Taylor-Britt,4361196
Josh Paschal,4259994
Penei Sewell,4373825
Carlos Watkins,2977681
Mason Kinsey,4057082
Josh Thompson,4259346
Monty Rice,4240692
Samori Toure,4027873
Zach Tom,4240435
Taylor Heinicke,2565969
Robert Hainsey,4242391
Landon Collins,2979841
Ryder Anderson,4242430
De'Shaan Dixon,4247944
Ethan Pocic,3042738
Deion Jones,2976545
Gus Edwards,3051926
Denzel Mims,4035403
Brett Rypien,3722362
Cam Fleming,16932
Christian Harris,4567099
DJ Turner,4036211
Bruce Irvin,14946
Isaiah Spiller,4426891
Jason Moore,4069806
Amen Ogbongbemiga,4038432
Marcus Kemp,3046399
Jimmie Ward,16717
Ryan Anderson,2976495
Ben Stille,4034861
Verone McKinley III,4360692
N'Keal Harry,4047839
Dane Cruikshank,3931422
Cole Strange,4051001
Darius Phillips,3042785
Jonathan Kongbo,4035166
Tyler Shatley,17037
Spencer Brown,4239768
Amare Barno,4568439
Jalen Dalton,3895834
Liam McCullough,3915528
Trevor Siemian,2511109
Malik Davis,4240603
Damone Clark,4362636
Matt Overton,13186
Salvon Ahmed,4243315
Braylon Sanders,4259908
C.J. Moore,3128745
James Mitchell,4361988
Antwaun Woods,2577278
Theo Jackson,4242436
Khyiris Tonga,4256074
Jarrett Stidham,3892775
Anthony Averett,3054841
Joshuah Bledsoe,4241199
Carlos Davis,3699462
Nick Sciba,4362020
Gardner Minshew,4038524
Larrell Murchison,4240123
Jaleel Johnson,2979523
Andrew Norwell,17388
Sam Ehlinger,4241820
Elerson Smith,4030924
Dareke Young,4401805
L.J. Collier,3116449
Eric Wilson,3056916
Trenton Irwin,3931391
Domenique Davis,4590720
Jason Kelce,14124
Marvin Wilson,4240029
Jalen Camp,4037311
Teagan Quitoriano,4374045
Tavierre Thomas,4334405
Matt Feiler,17404
Corey Linsley,16864
Chandler Wooten,4242515
Brandon Allen,2574511
Jalen Davis,3125356
Joe Bachie,4036507
Kylin Hill,4259805
David Bakhtiari,15963
Krys Barnes,4035817
Shane Zylstra,4608362
Jerry Jacobs,4373578
Dan Skipper,3046435
Brandon Zylstra,4294520
Jordan Wilkins,3051891
J.J. Taylor,4039607
Ryan Bates,3929631
Nick Mullens,3059989
Andrew DePaola,15726
Danny Johnson,3141066
Dylan Parham,4243375
Montaric Brown,4242149
Joshua Onujiogu,4071085
 Team,-8827
Billy Price,3051407
Brycen Hopkins,3918003
Van Jefferson,3930066
Travin Howard,3116424
Ke'Shawn Vaughn,3917612
Taylor Stallworth,3126489
DeSean Jackson,11283
Binjimen Victor,4040628
Tyus Bowser,3040037
Ulysees Gilbert,3920867
Andrew Booth Jr.,4426344
Duke Shelley,3916126
Duke Johnson,2969962
Jarrad Davis,3054951
Jason Cabinda,3116158
Stanley Berryhill,4245639
Jalen Virgil,4036448
Quinn Bailey,3128773
Jonathan Harris,4422407
C.J. Board,2973626
Elijah Molden,4243328
Jermaine Carter,3053047
Roderick Perry II,4052609
Robert Hunt,3917592
Scott Quessenberry,3047572
Jordan Howard,3060022
Chukwuma Okorafor,3129473
Damontae Kazee,2976099
Eric Johnson II,4050971
Tashawn Bower,3042726
Kyle Peko,3134288
Qadree Ollison,3123944
Terence Steele,3915834
Tariq Carpenter,4240486
Corey Ballentine,4411769
Ramiz Ahmed,4266790
Colt McCoy,13199
Tristan Vizcaino,3127313
John Wolford,3124092
Bryce Perkins,3675812
Kyren Williams,4430737
Jared Pinkney,3915772
Bobby Brown III,4372518
Chase Daniel,12471
Jamaree Salyer,4379412
Breiden Fehoko,3674831
Jordan Willis,3052434
Tyler Larsen,17196
Rick Lovato,2565971
Josh Lambo,2998120
Davontae Harris,3047188
La'Darius Hamilton,4039075
Sam Mustipher,3129307
Xavier Rhodes,15810
Linval Joseph,13281
Ndamukong Suh,13234
Kameron Cline,4041572
Tanzel Smart,3041112
Michael Palardy,17475
Quentin Lake,4249128
David Johnson,2508176
Jabari Zuniga,3915123
Rodarius Williams,4038430
Joel Iyiegbuniwe,3124779
Ronnie Stanley,2980153
Camaron Cheeseman,4046543
Will Redmond,2971364
Isaiah Pola-Mao,4259632
Tyler Hall,4048718
Brandon Johnson,4035198
Quinn Meinerz,4608138
Harvey Langi,2570996
Jabril Cox,4040940
Trayveon Williams,4035222
La'el Collins,2577302
Cal Adomitis,4240719
Drue Chrisman,4040607
Nazeeh Johnson,4043625
Stone Smartt,4250764
Joe Gaziano,3915990
JT Woods,4362917
T.Y. McGill,2577757
Maxx Williams,2970726
James Houston,4240608
Nahshon Wright,4570470
Thomas Graham Jr.,4242485
Andre Smith,3895831
Caleb Shudak,4036146
Kyle Allen,3115293
Laremy Tunsil,3051890
Darrynton Evans,4036431
Mike White,3051381
Zonovan Knight,4427728
Chazz Surratt,4037521
Sam Darnold,3912547
T.J. Carrie,16808
Nick Boyle,2574591
Snoop Conner,4567246
Luke Fortner,4035048
Tevaughn Campbell,4410136
Corey Clement,3045260
Pharoh Cooper,3048897
Tre Brown,4241373
Damien Lewis,4362647
Lance McCutcheon,4247812
Matt Skura,2576733
Ronald Jones,3912550
Isaac Yiadom,3122797
Anthony McFarland Jr.,4241941
Cody White,4241983
Will Fries,4045176
Tre'Davious White,3042717
Joe Cardona,2575907
Micah Abernathy,3915373
Andrew Brown,3116761
A.J. Thomas,4240155
Taco Charlton,3045210
Nate Sudfeld,2979501
Jameson Williams,4426388
Alex Erickson,2977800
Zyon Gilbert,4243808
Vernon Butler,2971883
Julius Chestnut,4367567
Christian Elliss,4245273
Tyler Huntley,4035671
Deshaun Watson,3122840
Wyatt Teller,3045474
Mike Brown,4244310
Charley Hughlett,15379
Joel Bitonio,16740
Cobi Francis,4039366
Laquon Treadwell,3051889
Austin Trammell,4244856
Justin Zimmer,3057899
Connor McGovern,4033748
Earnest Brown IV,4242292
Keir Thomas,4038843
Daniel Hardy,4365629
John Brown,16804
James Washington,3122449
Josh Ball,4035626
Esezi Otomewo,4240759
Ezra Cleveland,4048231
Racey McMath,4242231
Greg Mabin,2979515
Dennis Daley,4259480
Nicholas Petit-Frere,4361368
Tarell Basham,3052977
Casey Kreiter,17304
Anthony Brown,4035312
Ben Cleveland,4035002
Ar'Darius Washington,4362492
Trey Smith,4242459
Brandon Williams,15875
Calvin Anderson,3123867
Deven Thompkins,4374187
Nolan Turner,4035468
Josh Johnson,11394
Carson Tinker,16359
Abraham Lucas,4245171
Godwin Igwebuike,3045238
Jamie Collins Sr.,15830
Janoris Jenkins,14974
Jon Rhattigan,4258485
Forrest Rhyne,4252230
Daylen Baldwin,4262900
Tae Davis,3131775
David Quessenberry,15946
Landon Dickerson,4035624
Brett Kern,11555
Nathan Peterman,2972236
Nsimba Webster,3119317
Alex Leatherwood,4241466
Desmond Ridder,4239086
Romeo Okwara,2980147
Duane Brown,11260
Royce Freeman,3122672
Max Garcia,2512538
Charles Washington,2579163
Manny Jones,4256041
Nate Hairston,2976259
Freddie Swain,4034950
Jordan Meredith,4076803
Ben Jones,15109
Jack Gibbens,4249739
John Reid,3929653
Tyeler Davison,2517230
Kemon Hall,4243831
Allan George,4242655
Jeff Gunter,4241089
Innis Gaines,4038534
Jeremiah Ledbetter,3892689
Chris Streveler,3040206
Hamsah Nasirildeen,4240030
Dion Dawkins,3051324
Michael Schofield III,16741
Reggie Ragland,2979855
Isaiah Mack,3131784
Morgan Cox,13848
Aaron Brewer,4040537
Chase Young,4241986
Cornelius Lucas,17202
T.Y. Hilton,14924
Mackensie Alexander,3045120
Christian Kuntz,2978524
TJ Carter,4360292
Nick Leverett,3920591
J.J. Russell,4243366
Raheem Layne,4258237
Christopher Hinton,4426583
Nick Foles,14877
Khalid Kareem,4039029
Joshua Dobbs,3044720
David Blough,3116188
Harrison Hand,4259170
Braxton Jones,4251007
DeMarquis Gates,3128747
Lamar Jackson,4034849
Blake Bell,2514206
Segun Olubi,4260703
Nikola Kalinic,4916349
Calvin Throckmorton,3915147
Ikem Ekwonu,4427132
David Bada,4686421
Jaret Patterson,4362452
Gregory Junior,4400960
 Team,-8821
Laurent Duvernay-Tardif,16958
Tyler Mabry,3916587
Cade Johnson,4031033
T.J. Smith,3916917
Larry Rountree III,4241205
Mark Robinson,4249342
Rayshad Nichols,4032721
James Winchester,16665
Alex Bars,3129290
Corey Levin,2973637
Blaine Gabbert,13987
Kyle Trask,4034946
Anthony Chesley,3910754
Frank Darby,4047836
Josh Ali,4259976
David Andrews,2578529
Reid Ferguson,2976549
William Kwenkeu,4044132
Ryan Connelly,3121538
Tim Boyle,3045169
Greg Stroman Jr.,3124086
Jalyn Holmes,3121414
Riley Reiff,14930
Charlie Kolar,4241263
David Ojabo,4426507
Kenyon Green,4426327
Darrell Baker Jr.,4036660
Cameron McGrone,4372085
Erik Ezukanma,4362186
Blake Ferguson,3843470
Michael Jordan,4040622
Josh Norman,15124
Kevin Dotson,3917599
David Moa,3127587
Tyler Badie,4362748
Ja'Quan McMillian,4567462
Elijah Garcia,4039170
Davis Webb,3052600
Josh Jobe,4372020
Ty'Son Williams,3895827
Josh Thomas,3917159
Eric Banks,4040703
Alexander Johnson,2577712
Tyler Coyle,4044079
Sam Howell,4426875
Reggie Bonnafon,3116642
Troy Apke,3116152
